International plan,Voice mail plan,Number vmail messages,Total day minutes,Total eve minutes,Total night minutes,Customer service calls,Churn
Yes,Yes,46,276.13105370027347,241.04537524196425,217.7022103717935,4,0
No,Yes,15,193.57158457494546,100.71194816832447,274.68190497403305,4,1
Yes,Yes,48,79.93479445575493,125.62764447259596,247.64153326733083,7,0
No,No,16,125.34164161862078,115.59646374590292,275.37814347936217,9,0
Yes,No,0,284.86000234478803,190.42461594693805,52.08534716657366,9,1
No,No,28,167.20245179603464,176.37498078960286,183.23161722709392,6,1
Yes,Yes,37,73.23109482836774,192.29269680074455,65.86888043808626,0,1
Yes,No,37,277.5194125296487,288.0944165017398,209.07893979604913,1,0
Yes,Yes,2,174.24726336759053,204.56601281432515,129.7317921537554,1,1
No,No,36,233.89220781320205,298.95161394915283,90.86151279209766,1,1
Yes,Yes,12,295.74957147358623,284.80497518853696,147.3174848268378,7,0
Yes,Yes,27,162.49898780144383,173.38296638997042,63.025529342471756,4,0
No,No,3,239.69841038447356,158.70120440108826,244.18209813633848,1,0
No,Yes,10,105.32130943456991,276.75859490713833,141.22303562667003,8,0
Yes,Yes,37,100.36070092771106,127.55261033827895,112.11124485811878,8,0
Yes,No,7,56.31874117118036,162.97515394669796,123.80540765163282,5,1
No,Yes,49,121.39222904739678,288.0560910598987,79.12270111028828,1,0
Yes,Yes,20,92.06578659651505,267.26824126702024,168.26234320467483,8,0
Yes,No,2,242.93363998852482,272.14994955680567,214.14368159888824,6,0
Yes,Yes,39,287.831656802349,204.68461902706983,195.45671381208885,9,0
No,No,47,202.8941119480079,264.7569155575093,136.85260146765654,0,1
Yes,No,3,213.17414848280274,221.09765066367586,275.05670063632624,2,0
No,Yes,0,240.77697169555225,297.1004125804162,281.72478823843994,8,0
Yes,Yes,35,272.7274098477926,221.95118129171624,185.81817372195258,0,0
Yes,Yes,47,260.6274974763718,118.58584299400658,223.31863976435292,1,0
Yes,No,49,92.33487211543155,289.62005183098086,261.3019553242442,3,0
No,Yes,39,82.83093669739372,129.78621301389046,177.9261924022511,3,1
Yes,Yes,6,130.12594973644974,247.5605424478005,221.57323730955642,8,0
No,Yes,46,255.44511085135983,242.8268212659097,120.86802670812317,7,1
Yes,Yes,11,86.00817935380977,111.21741172058537,245.26184096781637,2,1
Yes,No,22,250.36019554478594,240.28973956528003,69.21330832972765,7,0
No,No,21,82.28927531371815,56.935112658709635,287.3036009951047,2,1
No,Yes,34,204.67901037750926,64.14110835123003,142.68091061331376,8,1
Yes,No,1,140.3239899466687,247.3656296321707,149.57032490685373,3,1
No,Yes,14,57.953060622118144,104.36295763362759,78.83038054291055,1,0
Yes,Yes,43,113.23329892444187,278.0267838162216,159.56439117845252,2,0
No,Yes,10,217.44017361236982,282.085419466456,183.71261545757253,7,0
Yes,Yes,6,285.38520656670187,212.96829535989698,117.43841295520325,3,1
No,No,3,234.39899342582518,161.12778765339564,152.51627464419767,5,0
No,No,39,129.34726759636425,226.63011969814454,137.08592284382945,2,0
Yes,No,45,134.41260971154503,187.43763407831253,153.17357296673413,2,0
Yes,No,9,149.0641479761284,272.7893534895348,273.62713767686,7,0
Yes,Yes,48,200.5633789526319,257.58169578304455,295.31159415934917,5,1
Yes,No,6,212.79975410646782,262.8967810376748,285.20413733733375,2,1
Yes,Yes,0,142.6379400951008,165.79855931911993,291.9781981282323,6,1
No,Yes,23,104.57582704229435,76.20429315621992,179.78212450781197,1,1
Yes,Yes,29,126.10651642802644,57.885439416042196,283.65664612380033,4,1
No,Yes,14,101.87321305877418,293.303180895487,93.89825155482993,4,0
Yes,No,33,211.36879453277967,109.37487831409946,212.72050782207265,7,1
No,Yes,0,251.8796561581821,76.53080621965937,267.0674664916229,7,1
No,No,34,292.6987373923844,264.9411803866409,146.55255754534352,0,0
No,No,27,234.2265777793253,265.71474902876014,224.61566076699629,8,0
Yes,Yes,32,283.52613363555326,157.51449284307904,104.08610070898875,6,0
No,Yes,14,139.15789882122692,149.3061950647046,111.49747684037787,1,1
No,No,22,60.164915737754185,123.47128533116972,182.21352679899184,6,0
Yes,No,11,279.52036701077594,88.10582562701146,290.22564774901764,2,1
No,No,42,110.77022612296729,56.4887874012218,91.55095136293957,5,0
No,No,25,233.06239957042763,69.69530114023286,214.12945522886028,5,1
No,Yes,18,218.16636761112355,107.6061773570686,289.62070784723886,9,0
Yes,No,40,153.0701823625117,136.25145512485236,60.009043469060536,7,0
Yes,Yes,30,276.25082239888,72.42559147930035,139.6125907244128,5,0
Yes,No,35,68.22204036000328,74.05581834044645,253.36097030618146,5,0
Yes,Yes,40,130.12254617948918,193.57677917614186,54.10627131122715,7,0
Yes,Yes,24,83.50215044262397,173.75689340974313,129.43269464234436,5,0
No,Yes,42,99.0375071028208,98.16270651047384,92.2170702142401,6,0
Yes,No,40,152.48985099565297,143.36255012451997,158.85425935751653,0,0
No,No,11,203.85386773585935,193.92518864430477,203.59605501887617,6,1
Yes,Yes,40,193.27995553510254,124.0703551714387,93.16088840336161,3,0
No,No,22,188.53441741855647,250.68030251142895,114.56351904471785,4,0
Yes,Yes,18,195.2108582228201,287.8922287716741,121.34380097235784,9,1
No,No,6,133.96266302325904,150.67942998440074,110.98111868379152,7,0
Yes,No,15,240.2483734965713,61.18409726964565,115.862475563459,1,0
No,Yes,36,226.06429884605214,256.87629774194573,117.07276106364226,5,1
No,No,9,182.37009647869667,271.36407271888055,127.20483162699013,4,1
No,No,3,94.3809730438193,100.73443114989917,132.39979444483347,2,0
No,Yes,34,265.81859038896965,73.35655677953,99.27933313932485,5,0
No,No,49,269.3624690849572,149.84166608997896,96.66229038519101,2,0
No,No,14,92.81773240891653,134.82739375125294,230.93762902714468,0,1
Yes,Yes,28,257.25948902601294,247.10380990974164,224.7003701750119,1,1
Yes,No,25,77.64487506174942,205.25789184205107,145.61595731099175,0,1
No,No,3,209.81258326610387,276.20541603254117,105.0064978227103,2,1
